timestamp,RV_MA_1hr,RV_MA_3hr,RV_MA_12hr,vol_future,active_sending_addresses,active_receiving_addresses,exchange_withdrawing_count,transaction_count,fail_rate_percent,open,low,high,close,hourly_return,onchain_volume_usd_log,avg_gas_fee_usd_log,avg_priority_fee_usd_log,staking_inflow_log,exchange_depositing_count_log,exchange_netflow_usd_log,whale_net_usd,whale_net_usd_24h,whale_burst_flag,etow_usd_log,etow_coins_log,whale_txn_count_log,wtoe_usd_log,wtoe_coins_log,btc_to_eth_spill
2024-11-05 00:00:00+00:00,0.0073289824923933,0.0101016116733969,0.0060481833738558,0.009335644007987,20914,12008,6340,44719,1.3172840688020997,2398.91,2398.91,2409.56,2405.13,0.0031774283754546,18.388452682510223,0.8045920372678558,0.8188378238025132,5.953243334287785,7.5411524551363085,15.335638869450989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02907651499928953
2024-11-05 01:00:00+00:00,0.0044712359464519,0.0067003853754598,0.0060631689763048,0.0038245366229913,20028,12945,5877,44513,1.239836363983243,2402.45,2384.78,2410.94,2408.52,0.0014084948263539,18.389600399723363,0.8075387382028117,0.9750811099334528,4.1588830833596715,7.470793774195062,-13.782014669513512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05253379924734277
2024-11-05 02:00:00+00:00,0.009335644007987,0.0070452874822774,0.0065378537477509,0.003505123230425,21410,12831,5846,45224,0.9500023131445092,2411.9,2402.15,2413.11,2402.73,-0.002406860086302,18.68652688309947,0.7878205827546364,0.787800592783273,9.26198360512802,7.643003635560718,16.147526629666277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06456463314391775
2024-11-05 03:00:00+00:00,0.0038245366229913,0.0058771388591433,0.0064256421977161,0.0033994740730835,20210,12622,5429,42689,-0.0717954421886161,2405.17,2403.79,2417.69,2417.44,0.0061035381184308,18.32722019054013,0.701617722478448,0.7699680427734978,5.659482215759621,7.377758908227872,15.417116552041312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054414128047098
2024-11-05 04:00:00+00:00,0.003505123230425,0.0055551012871344,0.0061915242617118,0.0032438853241423,21076,10843,5454,43063,-0.0717954421886161,2418.5,2418.5,2431.3,2428.68,0.0046387708745836,18.356326195671897,0.5164164516566959,0.3296411807048348,4.189654742026425,7.362645270417825,15.517484654623846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13112876389988343
2024-11-05 05:00:00+00:00,0.0033994740730835,0.0035763779754999,0.0059897139230891,0.0026457930675429,21940,11727,5491,44710,0.1601410878502888,2427.95,2425.16,2433.98,2432.82,0.0017031784431891,17.80483554990476,0.7035458997694987,1.3172759572041135,0.0,7.615298339825815,-14.395189801409016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12168665568072559
2024-11-05 06:00:00+00:00,0.0032438853241423,0.0033828275425502,0.0059094270755351,0.0055409615673543,20682,12203,5320,45098,-0.652870825106656,2431.62,2425.81,2432.22,2429.35,-0.0014273464683977,17.821909730498692,0.5796286954441233,0.7495678119143582,4.890349128221754,7.311886164077165,15.486609024962656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09069267942790446
2024-11-05 07:00:00+00:00,0.0026457930675429,0.0030963841549228,0.0056747796235837,0.0036215802186209,22904,13484,6694,48159,-1.019555945797222,2429.87,2423.69,2442.2,2439.24,0.0040627835179647,18.378167905369587,0.5744346659422981,0.5443835092013505,5.771441123130016,7.326465613840322,-14.34281921075161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08934187589343276
2024-11-05 08:00:00+00:00,0.0055409615673543,0.0038102133196798,0.0057855470550336,0.0038627143875125,20679,12135,6448,43884,-0.3402244129130402,2443.31,2435.55,2443.6,2438.92,-0.0001311970088962,19.96820820226756,0.8684488665710957,0.6357176487478339,7.244941546337007,7.233455418621439,18.719693486929383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08651205967015688
2024-11-05 09:00:00+00:00,0.0036215802186209,0.0039361116178393,0.0058244224232324,0.0023194438970034,19352,11693,6620,41840,-0.3402244129130402,2441.7,2436.76,2446.93,2436.76,-0.0008860303142571,19.670266768010272,0.9820685310482342,0.3886364937795425,6.898714534329988,7.322510433997394,-18.561977279212435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08309792064591646
2024-11-05 10:00:00+00:00,0.0038627143875125,0.0043417520578292,0.0049234057188366,0.0031950225987392,20026,12154,6570,42790,-0.0717954421886161,2436.89,2432.07,2438.17,2436.08,-0.0002790980226784,18.538184701073185,0.777555600371823,0.4822582612118607,7.396948602621014,7.332369205929062,16.063701985804656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845617490932704
2024-11-05 11:00:00+00:00,0.0023194438970034,0.0032679128343789,0.004424947902959,0.003756004706137,20262,12071,6877,43436,-0.0717954421886161,2436.21,2435.72,2443.64,2438.5,0.0009929061370684,18.531017276797208,0.8814578683599771,0.677018150816346,8.754160749323518,7.344719054149673,-16.208683667607943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06179704476241265
2024-11-05 12:00:00+00:00,0.0031950225987392,0.003125726961085,0.0040804512451545,0.0023176349022343,20778,12967,7127,45765,0.1601410878502888,2440.97,2436.95,2447.49,2444.78,0.0025720431603603,18.70183890108304,0.7974419534203415,0.5223069686219971,7.784057002639929,7.358193752733032,-16.33402538605694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050442202806194235
2024-11-05 13:00:00+00:00,0.003756004706137,0.0030901570672931,0.0040208486417949,0.0081346521076328,22634,13180,7579,48985,-0.652870825106656,2444.86,2438.81,2445.17,2443.22,-0.000638297894012,19.156772052938933,0.8965835838649682,0.821199690743734,8.854950316500325,7.791935956938058,17.25065158689079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058385026080493174
2024-11-05 14:00:00+00:00,0.0023176349022343,0.0030895540690368,0.0034360145496488,0.0096763364789026,21854,13402,8080,49418,-0.3402244129130402,2443.4,2439.72,2477.49,2474.19,0.0125962282936561,19.65506212816333,1.3256597259105367,1.3157019608205809,5.953243334287785,7.596392304064196,16.440207409769364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229467708049092
2024-11-05 15:00:00+00:00,0.0081346521076328,0.004736097238668,0.0037951908400356,0.0080256407539145,22287,14727,9333,49670,-0.0717954421886161,2469.02,2432.35,2469.02,2443.27,-0.0125757637065999,19.493912955464616,1.4414380090115098,1.3552858558427636,8.192016914536875,7.649216319820633,-16.66698576603512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7690306187383522
2024-11-05 16:00:00+00:00,0.0096763364789026,0.0067095411629232,0.0043094586107421,0.0064777898809238,21815,14863,8749,49432,-0.0717954421886161,2441.02,2440.28,2465.39,2460.72,0.0071166840264337,20.158734191859036,1.3553240447275696,1.2168009537947424,5.54907608489522,7.409741954080923,18.31195599949518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31387853331698184
2024-11-05 17:00:00+00:00,0.0080256407539145,0.0086122097801499,0.0046949725008113,0.0047982953848781,22219,15330,8668,49623,0.5378714794646955,2461.31,2455.69,2472.13,2458.19,-0.0010286832745878,18.949855710684098,1.3465374745105951,1.3193801513610994,8.10076824307173,7.567862605463883,-14.457164107099404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30897917924010976
2024-11-05 18:00:00+00:00,0.0064777898809238,0.0080599223712469,0.0049644645472098,0.0094564598372567,22034,15183,8225,49943,1.4503468916982376,2453.14,2450.34,2459.95,2454.39,-0.0015470489062356,19.36628333170016,1.3370341129711574,1.4537221744221285,7.641084249174914,7.640123172695364,17.420142640383375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083589837611817
2024-11-05 19:00:00+00:00,0.0047982953848781,0.0064339086732388,0.0051438397403211,0.0099611493533938,22533,14904,7662,48869,-0.0717954421886161,2454.82,2425.35,2455.19,2429.61,-0.0101475072222007,19.521170655900743,1.1918488141327392,1.1246299849312715,5.857933154483459,7.68937110752969,16.259320023440985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4809159578100319
2024-11-05 20:00:00+00:00,0.0094564598372567,0.0069108483676861,0.0054701312628129,0.0037716985874453,21759,14267,7976,47901,0.3617228059748775,2409.23,2409.23,2437.03,2431.7,0.0008598505870921,18.92111725135937,1.1364471507618694,1.0265732590298131,6.556778356158042,7.844632644464681,15.373520718606924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604156548855361
2024-11-05 21:00:00+00:00,0.0099611493533938,0.0080719681918428,0.0059984286907107,0.0057871585468999,21965,13521,7126,46640,-0.3402244129130402,2429.88,2418.74,2429.89,2419.49,-0.0050338270745297,18.95534590319103,0.7874411406248639,0.3473877543812935,6.180016653652572,8.076204527239026,17.775190434188506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4179469292784107
