datetime,RV_MA_1hr,RV_MA_3hr,RV_MA_12hr,vol_future,active_sending_addresses,active_receiving_addresses,exchange_withdrawing_count,transaction_count,fail_rate_percent,open,low,high,close,hourly_return,onchain_volume_usd_log,avg_gas_fee_usd_log,avg_priority_fee_usd_log,staking_inflow_log,exchange_depositing_count_log,exchange_netflow_usd_log
2024-11-05 00:00:00+00:00,-4.915918586853762,-4.642973699782023,-5.198448505757844,-4.673915515831682,20914,12008,6340,44719,1.3172840688020995,2398.91,2398.91,2409.56,2405.13,0.0031774283754546,18.388452682510223,0.8045920372678558,0.8188378238025132,5.953243334287785,7.5411524551363085,15.335638869450989
2024-11-05 01:00:00+00:00,-5.410090410487538,-5.0391319311667635,-5.195027687659431,-5.566317963358204,20028,12945,5877,44513,1.239836363983243,2402.45,2384.78,2410.94,2408.52,0.0014084948263539,18.389600399723363,0.8075387382028117,0.9750811099334529,4.1588830833596715,7.470793774195062,-13.782014669513512
2024-11-05 02:00:00+00:00,-4.673915515831682,-4.999974837724327,-5.11652655599328,-5.653529600647151,21410,12831,5846,45224,0.9500023131445091,2411.9,2402.15,2413.11,2402.73,-0.002406860086302,18.68652688309947,0.7878205827546364,0.787800592783273,9.261983605128021,7.643003635560718,16.147526629666277
2024-11-05 03:00:00+00:00,-5.566317963358204,-5.216774629892474,-5.141663499731037,-5.684134543712091,20210,12622,5429,42689,-0.07179544218861614,2405.17,2403.79,2417.69,2417.44,0.0061035381184308,18.32722019054013,0.701617722478448,0.7699680427734978,5.659482215759621,7.3777589082278725,15.417116552041312
2024-11-05 04:00:00+00:00,-5.653529600647151,-5.297921026612346,-5.190715915471556,-5.730983493494893,21076,10843,5454,43063,-0.07179544218861614,2418.5,2418.5,2431.3,2428.68,0.0046387708745836,18.356326195671894,0.5164164516566959,0.3296411807048348,4.189654742026425,7.362645270417825,15.517484654623846
2024-11-05 05:00:00+00:00,-5.684134543712091,-5.634660702572482,-5.23553969636102,-5.934784422113704,21940,11727,5491,44710,0.16014108785028888,2427.95,2425.16,2433.98,2432.82,0.0017031784431891,17.80483554990476,0.7035458997694987,1.3172759572041137,0.0,7.615298339825815,-14.395189801409016
2024-11-05 06:00:00+00:00,-5.730983493494893,-5.6895492126180445,-5.257211018135971,-5.195587225169652,20682,12203,5320,45098,-0.652870825106656,2431.62,2425.81,2432.22,2429.35,-0.0014273464683977,17.821909730498692,0.5796286954441233,0.7495678119143582,4.890349128221754,7.311886164077165,15.486609024962657
2024-11-05 07:00:00+00:00,-5.934784422113704,-5.7833008197735625,-5.317608023340536,-5.6208448239126385,22904,13484,6694,48159,-1.019555945797222,2429.87,2423.69,2442.2,2439.24,0.0040627835179647,18.378167905369587,0.5744346659422981,0.5443835092013505,5.771441123130016,7.326465613840322,-14.34281921075161
2024-11-05 08:00:00+00:00,-5.195587225169652,-5.62045171359275,-5.294750586000642,-5.5563851334410055,20679,12135,6448,43884,-0.3402244129130402,2443.31,2435.55,2443.6,2438.92,-0.0001311970088962,19.96820820226756,0.8684488665710957,0.6357176487478339,7.244941546337007,7.233455418621439,18.719693486929383
2024-11-05 09:00:00+00:00,-5.6208448239126385,-5.5837388237319985,-5.283259091506135,-6.066427821603951,19352,11693,6620,41840,-0.3402244129130402,2441.7,2436.76,2446.93,2436.76,-0.0008860303142571,19.670266768010272,0.9820685310482342,0.38863649377954257,6.898714534329988,7.322510433997394,-18.561977279212435
2024-11-05 10:00:00+00:00,-5.5563851334410055,-5.457605727507765,-5.3944898762651095,-5.746161118019844,20026,12154,6570,42790,-0.07179544218861614,2436.89,2432.07,2438.17,2436.08,-0.0002790980226784,18.538184701073185,0.777555600371823,0.4822582612118607,7.396948602621014,7.332369205929062,16.063701985804656
2024-11-05 11:00:00+00:00,-6.066427821603951,-5.747885926319198,-5.500743295052189,-5.584399464671783,20262,12071,6877,43436,-0.07179544218861614,2436.21,2435.72,2443.64,2438.5,0.0009929061370684,18.531017276797208,0.8814578683599771,0.677018150816346,8.754160749323518,7.344719054149673,-16.208683667607943
2024-11-05 12:00:00+00:00,-5.746161118019844,-5.789658024354934,-5.5699301726493635,-6.067208051977077,20778,12967,7127,45765,0.16014108785028888,2440.97,2436.95,2447.49,2444.78,0.0025720431603603,18.70183890108304,0.7974419534203415,0.5223069686219971,7.784057002639929,7.358193752733032,-16.33402538605694
2024-11-05 13:00:00+00:00,-5.584399464671783,-5.798996134765193,-5.584455927164718,-4.811622304113988,22634,13180,7579,48985,-0.652870825106656,2444.86,2438.81,2445.17,2443.22,-0.000638297894012,19.156772052938933,0.8965835838649682,0.821199690743734,8.854950316500325,7.791935956938058,17.25065158689079
2024-11-05 14:00:00+00:00,-6.067208051977077,-5.7992562115562345,-5.7005636385101655,-4.638071912252103,21854,13402,8080,49418,-0.3402244129130402,2443.4,2439.72,2477.49,2474.19,0.0125962282936561,19.655062128163326,1.3256597259105367,1.3157019608205809,5.953243334287785,7.596392304064196,16.440207409769364
2024-11-05 15:00:00+00:00,-4.811622304113988,-5.487743273587616,-5.637672333573149,-4.825113768428929,22287,14727,9333,49670,-0.07179544218861614,2469.02,2432.35,2469.02,2443.27,-0.0125757637065999,19.493912955464616,1.4414380090115098,1.3552858558427636,8.192016914536875,7.649216319820633,-16.66698576603512
2024-11-05 16:00:00+00:00,-4.638071912252103,-5.17230075611439,-5.553050859540228,-5.039375894553463,21815,14863,8749,49432,-0.07179544218861614,2441.02,2440.28,2465.39,2460.72,0.0071166840264337,20.158734191859036,1.3553240447275696,1.2168009537947424,5.54907608489522,7.409741954080923,18.31195599949518
2024-11-05 17:00:00+00:00,-4.825113768428929,-4.758269328265007,-5.481465794933297,-5.339494552291622,22219,15330,8668,49623,0.5378714794646955,2461.31,2455.69,2472.13,2458.19,-0.0010286832745878,18.949855710684094,1.3465374745105951,1.3193801513610994,8.10076824307173,7.5678626054638825,-14.457164107099405
2024-11-05 18:00:00+00:00,-5.039375894553463,-4.834187191744832,-5.423831828354845,-4.661057190349241,22034,15183,8225,49943,1.4503468916982376,2453.14,2450.34,2459.95,2454.39,-0.0015470489062356,19.36628333170016,1.3370341129711574,1.4537221744221285,7.641084249174914,7.640123172695364,17.420142640383375
2024-11-05 19:00:00+00:00,-5.339494552291622,-5.067994738424672,-5.374224339203004,-4.609062817116255,22533,14904,7662,48869,-0.07179544218861614,2454.82,2425.35,2455.19,2429.61,-0.0101475072222007,19.521170655900743,1.1918488141327392,1.1246299849312715,5.857933154483459,7.68937110752969,16.259320023440985
2024-11-05 20:00:00+00:00,-4.661057190349241,-5.0133092123981084,-5.329680169634638,-5.58022982529204,21759,14267,7976,47901,0.3617228059748775,2409.23,2409.23,2437.03,2431.7,0.0008598505870921,18.921117251359366,1.1364471507618694,1.0265732590298131,6.556778356158042,7.844632644464681,15.373520718606924
2024-11-05 21:00:00+00:00,-4.609062817116255,-4.869871519919039,-5.245365002401605,-5.152113859686084,21965,13521,7126,46640,-0.3402244129130402,2429.88,2418.74,2429.89,2419.49,-0.0050338270745297,18.95534590319103,0.7874411406248639,0.3473877543812935,6.180016653652572,8.076204527239026,17.775190434188506
2024-11-05 22:00:00+00:00,-5.58022982529204,-4.950116610919179,-5.247352060055858,-5.266437593560887,21154,12420,7068,45427,0.9500023131445091,2418.05,2410.85,2430.73,2429.85,0.0042727528947728,18.977184469615068,1.009734720284637,1.124469063495318,8.22040309993373,8.19063168090354,-16.130686978382304
2024-11-05 23:00:00+00:00,-5.152113859686084,-5.113802167364793,-5.171159229896036,-4.335825777426467,21026,12049,6112,44125,0.3617228059748775,2435.49,2423.72,2439.39,2424.7,-0.0021217216557583,18.893603493457896,0.8898211867260973,0.8150746841170164,8.20303024171486,8.31164394850298,16.297090447295997
2024-11-06 00:00:00+00:00,-5.266437593560887,-5.3329270928463375,-5.131182269524456,-4.355828165057147,19503,11162,6836,44244,0.5378714794646955,2425.16,2424.34,2491.33,2491.33,0.027108899026291,18.821302352694172,1.3486898414166222,1.4920983442746676,5.407171771460119,7.745435610274381,-16.71507089786867
2024-11-06 01:00:00+00:00,-4.335825777426467,-4.9181257435578125,-5.027134462254013,-4.0119128067463095,19274,11822,7801,45658,1.3871444590764475,2486.27,2476.43,2507.83,2482.81,-0.0034257211627536,19.24808234344339,1.5211555081294326,1.6933353353539093,7.756623334538858,7.5822291942764615,15.805024677815338
2024-11-06 02:00:00+00:00,-4.355828165057147,-4.652697178681501,-4.884519471677352,-3.8424728253945832,19209,11961,8259,46758,1.7608924881108607,2484.94,2480.4,2569.86,2562.02,0.0314050265854231,19.431391547968587,1.5744470308465266,1.7094970788600032,4.859812404361672,7.522400231387125,16.602582215124052
2024-11-06 03:00:00+00:00,-4.0119128067463095,-4.234522249743308,-4.817877013563379,-4.801654770344677,20868,12771,9285,48973,1.057608565685806,2573.8,2573.8,2622.62,2582.58,0.0079928894212879,19.987403128192316,1.816380413944749,2.038909028759867,3.4965075614664802,7.884199933676039,17.103886099258077
2024-11-06 04:00:00+00:00,-3.8424728253945832,-4.07007126573268,-4.7515770896585865,-4.497559952665822,20651,11975,7742,46476,1.4503468916982376,2579.85,2577.11,2601.21,2590.58,0.0030928895983536,19.80229935957633,1.7068741310634468,1.866545229264618,4.859812404361672,7.983098940710892,18.24666365013553
