whale_net_usd,whale_net_usd_24h,whale_burst_flag,etow_usd_log,etow_coins_log,whale_txn_count_log,wtoe_usd_log,wtoe_coins_log
-36402393,-1112861639.0,0,17.410145099675038,9.324561516066206,-0.6699561271374759,0.0,0.0
-36390843,-1108359039.0,0,17.409827762504325,9.305013985578864,-0.6699561271374759,0.0,0.0
37146332,-1016615074.0,0,0.0,0.0,-0.6699561271374759,17.430375616315313,9.308464769969381
65628356,-855182415.0,0,17.301491361566363,9.16868469670735,1.3882250210450386,18.403359544366307,10.284625814486557
-126207341,-941615057.0,0,18.65343668387518,10.537839686585567,1.3882250210450386,0.0,0.0
-35666199,-1006916599.0,0,17.389714019560323,9.299906815335225,-0.6699561271374759,0.0,0.0
-69256458,-1019800972.0,1,18.365676879168475,10.280313102435128,1.7110187468232363,17.049932552487135,8.962007209588313
-152494635,-1091671707.0,1,18.842639979622636,10.74761611027086,1.7110187468232363,0.0,0.0
24608081,-1026247152.0,1,18.64848132246228,10.56856956482773,1.7588376213953762,18.827422150578297,10.742054552499475
-68004758,-1053793890.0,1,18.677126675741704,10.589635294075828,1.7110187468232363,17.930117298735446,9.844109029016629
-211004434,-1204786146.0,1,19.167389710176792,11.069197584736731,1.7110187468232363,0.0,0.0
-36920422,-1186128842.0,0,17.88944793618261,9.794509389966382,1.3882250210450386,16.900514635150884,8.805674944038582
-33612880,-1178274547.0,0,17.330419914563816,9.241354425505353,-0.6699561271374759,0.0,0.0
-57650705,-1103713238.0,0,17.86991305091832,9.783408132205587,-0.6699561271374759,0.0,0.0
-32279322,-1095371935.0,0,17.289937428407555,9.236397906295473,-0.6699561271374759,0.0,0.0
-5492133,-1062878625.0,0,17.2438518867033,9.183585634667363,1.3882250210450386,17.047631793793006,8.987321812850125
-4467937,-966952914.0,0,17.305701697622005,9.225721474014485,1.3882250210450386,17.159229874703517,9.052282067317908
-17744129,-909690487.0,1,18.33790454953904,10.232899207525533,1.7365897443047893,18.123777432928367,10.022913682018666
-116230132,-989033607.0,0,18.571082688902123,10.470504455951861,1.6435711312163936,0.0,0.0
-86156404,-1113710489.0,0,18.27167486524367,10.17332383184232,1.3882250210450386,0.0,0.0
-191081824,-1269266606.0,0,19.06821229741384,10.974728644408106,1.7110187468232363,0.0,0.0
-42269900,-1327267696.0,0,17.9954406533659,9.922260237859412,1.6435711312163936,16.95497011890208,8.88875674784872
-82641168,-1314871258.0,0,18.230018528367765,10.166236358442697,1.3882250210450386,0.0,0.0
-32012140,-1346603388.0,0,17.28162579505765,9.229162126216771,-0.6699561271374759,0.0,0.0
-64917767,-1375118762.0,0,17.988631919243293,9.925884849978166,1.3882250210450386,0.0,0.0
-20084733,-1358812652.0,0,16.815470581973607,8.740496729931813,-0.6699561271374759,0.0,0.0
-63441266,-1459400250.0,0,17.96562510671817,9.890858136135986,1.3882250210450386,0.0,0.0
-25792002,-1550820608.0,0,17.065575040603623,8.997765772011208,-0.6699561271374759,0.0,0.0
-97910358,-1522523625.0,0,18.399562913956153,10.334262968600457,1.6435711312163936,0.0,0.0
-8590321,-1495447747.0,0,17.301911338764196,9.232199706329077,1.3882250210450386,16.996802265724998,8.93260863037757
-31975444,-1458166733.0,0,17.28047882245509,9.232199706329077,-0.6699561271374759,0.0,0.0
-32222178,-1337894276.0,0,17.288165562228365,9.246479418592056,-0.6699561271374759,0.0,0.0
-31795607,-1394297964.0,0,17.27483872500435,9.246479418592056,-0.6699561271374759,0.0,0.0
-32653272,-1358946478.0,0,17.301455653685487,9.270682600982344,-0.6699561271374759,0.0,0.0
-64239086,-1212181130.0,0,17.97812241517302,9.959726098983317,1.3882250210450386,0.0,0.0
-24457817,-1199718525.0,0,17.012460477375775,8.991064332188461,-0.6699561271374759,0.0,0.0
-33177329,-1199282974.0,0,17.317377369325925,9.295692039075686,-0.6699561271374759,0.0,0.0
-32282585,-1173914854.0,0,17.29003850968143,9.271153211372695,-0.6699561271374759,0.0,0.0
-64711080,-1206346612.0,0,17.985443012194487,9.967400878279781,1.3882250210450386,0.0,0.0
-32910790,-1233765269.0,0,17.309311155878326,9.277438115508676,-0.6699561271374759,0.0,0.0
-32789316,-1262086648.0,0,17.3056133190827,9.271153211372695,-0.6699561271374759,0.0,0.0
-32973848,-1277316367.0,0,17.311225350727216,9.271153211372695,-0.6699561271374759,0.0,0.0
-33358484,-1194444719.0,0,17.322822720754523,9.271153211372695,-0.6699561271374759,0.0,0.0
-33510866,-1141799181.0,0,17.327380332252567,9.273221270015384,-0.6699561271374759,0.0,0.0
-33785646,-984503003.0,0,17.335546625295624,9.279119887371008,-0.6699561271374759,0.0,0.0
-33073447,-975306550.0,0,17.314241343205993,9.279119887371008,-0.6699561271374759,0.0,0.0
-44194578,-936859960.0,0,17.60411269246734,9.552581649917311,-0.6699561271374759,0.0,0.0
-20754884,-925602704.0,0,16.848292198620392,8.813438494528507,-0.6699561271374759,0.0,0.0
-32992192,-893677129.0,0,17.31178151568472,9.280425979542871,-0.6699561271374759,0.0,0.0
-32874510,-906466906.0,0,17.308208173826863,9.281078386481525,-0.6699561271374759,0.0,0.0
-48563720,-891589360.0,0,17.698387328633206,9.653807502217354,-0.6699561271374759,0.0,0.0
-33828024,-899625382.0,0,17.33680015891673,9.283219017388756,-0.6699561271374759,0.0,0.0
-156151543,-957866567.0,0,18.86633752957275,10.819798284210286,-0.6699561271374759,0.0,0.0
-65802739,-1015078985.0,1,18.002172036765955,9.96415923206886,1.3882250210450386,0.0,0.0
-33278759,-1016382300.0,0,17.32042991360774,9.262932822095353,-0.6699561271374759,0.0,0.0
-126641,-984286763.0,1,17.25981880069198,9.19207456316929,1.3882250210450386,17.25576735772108,9.19207456316929
-24294800,-976785956.0,0,17.005772934802796,8.963032193662675,-0.6699561271374759,0.0,0.0
-33062490,-977195174.0,0,17.313909995371034,9.259320994197804,-0.6699561271374759,0.0,0.0
-34115249,-947071337.0,0,17.34525505635958,9.271341393533582,-0.6699561271374759,0.0,0.0
-6776783,-929390303.0,1,18.36690121407273,10.32137518064285,1.7110187468232363,18.29270324842075,10.24555127050591
-32930002,-929142976.0,0,17.30989474545488,9.273127360074948,-0.6699561271374759,0.0,0.0
25058628,-871801763.0,0,0.0,0.0,-0.6699561271374759,17.0367287972365,8.987321812850125
-65751987,-872842670.0,1,18.001400464306503,9.96636845057533,1.3882250210450386,0.0,0.0
27832332,-812099548.0,0,0.0,0.0,-0.6699561271374759,17.14170896038735,9.10242102975669
-21801563,-801111795.0,0,16.897492268305168,8.853808274977197,-0.6699561271374759,0.0,0.0
-33059529,-801197476.0,0,17.313820433680174,9.272469743441732,-0.6699561271374759,0.0,0.0
65236192,-702602800.0,1,17.812789679145293,9.76846934085804,1.6435711312163936,18.600382112716467,10.555474139590984
-24405386,-693497320.0,0,17.010314444583926,8.970050661827003,-0.6699561271374759,0.0,0.0
-32713101,-692424775.0,0,17.303286228402452,9.264449697623215,-0.6699561271374759,0.0,0.0
93582218,-565769110.0,0,0.0,0.0,-0.6699561271374759,18.354350955452905,10.308985993422082
52657124,-468917408.0,0,17.299967069065172,9.2596066132791,1.3882250210450386,18.2612373859146,10.221213746336286
-46129443,-494291967.0,0,17.64696200256737,9.61587214452889,-0.6699561271374759,0.0,0.0
23897476,-437402299.0,0,0.0,0.0,-0.6699561271374759,16.98928344647582,8.968396191198256
-9643904,-414171693.0,0,17.28428814265588,9.266437111328052,1.3882250210450386,16.926960535845453,8.903951072058707
-32623209,-398231182.0,0,17.30053455620156,9.269646477873591,-0.6699561271374759,0.0,0.0
-32651007,-397054165.0,0,17.30138628610449,9.268420583052707,-0.6699561271374759,0.0,0.0
30833227,-210069395.0,0,0.0,0.0,-0.6699561271374759,17.24410349759249,9.210440366976517
-32604023,-176870679.0,0,17.299946274302215,9.269457976459272,-0.6699561271374759,0.0,0.0
-33315406,-176907326.0,0,17.321530520623348,9.26974071525763,-0.6699561271374759,0.0,0.0
-33257612,-210038297.0,0,17.31979426126426,9.26974071525763,-0.6699561271374759,0.0,0.0
32272962,-153470535.0,0,0.0,0.0,-0.6699561271374759,17.289740378839994,9.23620303150191
-40647358,-161055403.0,0,17.52044442259781,9.46691869937663,-0.6699561271374759,0.0,0.0
-35794389,-162734543.0,0,17.393301735180973,9.343734255146714,-0.6699561271374759,0.0,0.0
524985517,369027757.0,1,17.327657308508478,9.274441297382706,1.7485687874869462,20.140775323243894,12.089291607706253
-35826781,366130978.0,0,17.394206272241846,9.275753510524416,-0.6699561271374759,0.0,0.0
-34817741,306254609.0,0,17.36563764241298,9.272375762895635,-0.6699561271374759,0.0,0.0
-33024334,338982262.0,0,17.312755271909516,9.210440366976517,-0.6699561271374759,0.0,0.0
-18788,311131142.0,0,17.52837871844813,9.410256237171089,1.3882250210450386,17.5279200466976,9.410256237171089
-50262642,282670063.0,0,17.732772675247038,9.60951909544164,-0.6699561271374759,0.0,0.0
20069895,335799487.0,0,0.0,0.0,-0.6699561271374759,16.814731538895618,8.699514748210191
53815678,324378973.0,0,0.0,0.0,-0.6699561271374759,17.801075413900946,9.67733949220162
-42523951,306260408.0,0,17.565578051615656,9.444779883032243,-0.6699561271374759,0.0,0.0
-69734716,269238793.0,1,18.06020884354629,9.948556515903705,1.3882250210450386,0.0,0.0
-21010058,154646517.0,0,16.860511881003816,8.764678074116606,-0.6699561271374759,0.0,0.0
-34233583,67755810.0,0,17.348717708501823,9.248406572782638,-0.6699561271374759,0.0,0.0
99415294,213300547.0,0,0.0,0.0,-0.6699561271374759,18.414816533028965,10.308985993422082
-33982929,155420142.0,0,17.341368897683175,9.237858258012922,-0.6699561271374759,0.0,0.0
-29954478,135109568.0,1,18.024792406833562,9.92250555837189,1.6435711312163936,17.435942714952784,9.333354147871328
-37288345,130444432.0,0,17.434191396116315,9.333354147871328,-0.6699561271374759,0.0,0.0
-98376623,64718816.0,0,18.404313772824793,10.308985993422082,1.3882250210450386,0.0,0.0
202053,34087642.0,0,18.406400535393402,10.308952660644293,1.3882250210450386,18.408448028439796,10.308985993422082
-473934082,-407242417.0,0,19.976578804588016,11.870690814200973,-0.6699561271374759,0.0,0.0
-99819917,-473746928.0,1,18.41887830052674,10.300618023854234,1.6435711312163936,0.0,0.0
-34514999,-475004315.0,0,17.356904570119713,9.205830216498297,-0.6699561271374759,0.0,0.0
-33974265,-541251542.0,0,17.341113913647433,9.205830216498297,-0.6699561271374759,0.0,0.0
-51116235,-551720419.0,0,17.749612734649755,9.610993923087126,-0.6699561271374759,0.0,0.0
20492111,-495433919.0,0,0.0,0.0,-0.6699561271374759,16.835550589573824,8.699681400989514
-52847337,-1073266773.0,0,17.78291790004318,9.626019802491319,-0.6699561271374759,0.0,0.0
-34515146,-1071955138.0,0,17.35690882912846,9.205830216498297,-0.6699561271374759,0.0,0.0
-12085683,-1049223080.0,0,17.371100904386036,9.205830216498297,1.3882250210450386,16.94764251914888,8.792397742356906
-170638834,-1186837580.0,0,18.95505980486543,10.809727948556782,-0.6699561271374759,0.0,0.0
-103322905,-1290141697.0,0,18.453369652006213,10.296272607486918,1.3882250210450386,0.0,0.0
82458666,-1157420389.0,0,0.0,0.0,1.3882250210450386,18.227807719698834,10.08088031609333
-400613686,-1578103970.0,1,19.871347378016363,11.72215668707104,1.7550143812678074,17.072916626897598,8.922658299524402
-138836443,-1770756091.0,1,18.74880713641436,10.596409707779776,1.6435711312163936,0.0,0.0
-51393744,-1779625884.0,0,17.755027030413242,9.60123315090109,-0.6699561271374759,0.0,0.0
-99070319,-1808961487.0,1,18.944405627391827,10.8056590758494,1.7365897443047893,18.060573487792045,9.91610758389223
-51555212,-1839506641.0,0,17.758163888435686,9.60784051043005,-0.6699561271374759,0.0,0.0
22491957,-1782781101.0,0,0.0,0.0,-0.6699561271374759,16.92866838106188,8.79527937019457
-20253283,-1902449678.0,0,16.823827511207735,8.699681400989514,-0.6699561271374759,0.0,0.0
19501962,-1848964787.0,0,16.897015766955633,8.774158291205957,1.3882250210450386,17.536206942439932,9.416947954650293
-28746483,-1847756792.0,0,17.17402602207674,9.05473863988161,-0.6699561271374759,0.0,0.0
-32879755,-1843348202.0,0,17.308367707200144,9.197660318818809,-0.6699561271374759,0.0,0.0
32183620,-1712787959.0,0,0.0,0.0,-0.6699561271374759,17.28696821650464,9.170039075202657
-65082958,-1778072970.0,0,17.991173306398906,9.881446421659248,1.3882250210450386,0.0,0.0
-64727136,-1368866024.0,0,17.98569109966557,9.884508585938326,1.3882250210450386,0.0,0.0
-28673,-1269074780.0,0,16.993467675302334,8.882669291308039,1.3882250210450386,16.99227213704843,8.882669291308039
-32268820,-1266828601.0,0,17.289612027878835,9.193906065512758,-0.6699561271374759,0.0,0.0
-32750656,-1265604992.0,0,17.304433580913017,9.194109358865765,-0.6699561271374759,0.0,0.0
-56218451,-1270707208.0,0,17.84475558837841,9.734299374132137,1.3882250210450386,0.0,0.0
-174801906,-1466001225.0,0,18.979163930737183,10.873451743956059,1.3882250210450386,0.0,0.0
3434354,-1409719534.0,0,17.8463343032344,9.70649895869877,1.7110187468232363,17.905539638542503,9.765029759388561
-35744919,-1410949307.0,0,17.39191871910533,9.250137841850249,-0.6699561271374759,0.0,0.0
-5131849,-1403995473.0,0,17.350958577698588,9.187174093944343,1.3882250210450386,17.188943859906512,9.031572493381526
-40462,-1233397101.0,0,17.132735975302506,8.96098117384356,1.3882250210450386,17.131268018162626,8.961109485898655
-36280932,-1166355128.0,0,18.262462963003816,10.084474886316945,1.7110187468232363,17.709073275954836,9.532061486651386
7062808,-1241750986.0,0,16.815006191188566,8.635153989049803,1.3882250210450386,17.116453513823803,8.938531648680692
-77359019,-918496319.0,0,18.163967740983573,9.987139125031739,1.3882250210450386,0.0,0.0
-50669285,-830329161.0,0,17.7408304861746,9.55094690773585,-0.6699561271374759,0.0,0.0
21143804,-757791613.0,0,16.906307617579646,8.714567550836485,1.6435711312163936,17.579924248775782,9.386727689281946
-29698029,-688419323.0,0,17.836538557862188,9.641733102094262,1.6435711312163936,17.07592621244746,8.881975184248867
-71706306,-708570417.0,0,18.088089265439063,9.884559542650608,1.3882250210450386,0.0,0.0
21582671,-709479703.0,0,0.0,0.0,-0.6699561271374759,16.88740132847973,8.699681400989514
-50064818,-739291238.0,1,18.203325333981617,10.007982693865577,1.7110187468232363,17.229939218910765,9.034795799461252
-192061533,-950854733.0,1,19.073326368229573,10.880534662252394,1.7365897443047893,0.0,0.0
-72375959,-994484209.0,0,18.09738475801817,9.903437551286085,-0.6699561271374759,0.0,0.0
-34872682,-996477136.0,0,17.367214358622764,9.19207456316929,-0.6699561271374759,0.0,0.0
-34569825,-1063230581.0,0,17.358491778619303,9.178436822963175,-0.6699561271374759,0.0,0.0
-33704465,-1031852088.0,0,17.333140908797485,9.14644164612595,-0.6699561271374759,0.0,0.0
35555149,-931569803.0,0,0.0,0.0,-0.6699561271374759,17.386595570106774,9.210440366976517
-34517258,-966058388.0,0,17.356970017782402,9.175541866433488,-0.6699561271374759,0.0,0.0
25721061,-908068507.0,0,0.0,0.0,-0.6699561271374759,17.062820747305512,8.872206756028303
53736014,-821581837.0,0,0.0,0.0,-0.6699561271374759,17.799594005071274,9.61587214452889
4601,-765358785.0,0,17.204915413639966,9.018937706446035,1.3882250210450386,17.205070587552846,9.018937706446035
-68657562,-659214441.0,0,18.044641851626647,9.86485066892121,1.3882250210450386,0.0,0.0
12764,-662636031.0,0,17.327949716711636,9.143559338285831,1.3882250210450386,17.328330318830325,9.143559338285831
82082168,-544808944.0,0,0.0,0.0,1.3882250210450386,18.223231364476185,10.03889218954233
-110656110,-650333205.0,0,18.52193785113333,10.33478283734531,1.3882250210450386,0.0,0.0
-34713198,-685005941.0,0,17.362630547232765,9.160834952072344,-0.6699561271374759,0.0,0.0
21960700,-626764309.0,0,0.0,0.0,-0.6699561271374759,16.904765095771893,8.699681400989514
-35083053,-668910170.0,0,17.37322877983171,9.155356063643422,-0.6699561271374759,0.0,0.0
-57120481,-648671632.0,0,17.86067331433535,9.64101828255575,1.3882250210450386,0.0,0.0
-34935567,-632937914.0,0,17.369016008602795,9.145268375232467,-0.6699561271374759,0.0,0.0
-10232069,-664313787.0,0,17.316009476689448,9.125653563808989,1.3882250210450386,16.946643494717446,8.756525002926972
-29879154,-664494912.0,0,17.2126716380432,9.022563964499264,-0.6699561271374759,0.0,0.0
-65657743,-658446349.0,0,17.999966110629288,9.81809304951918,1.3882250210450386,0.0,0.0
-135334243,-815363263.0,0,18.723258157939295,10.532629403120161,1.6435711312163936,0.0,0.0
-33357953,-798656398.0,0,17.32280680263875,9.13075589263334,-0.6699561271374759,0.0,0.0
-45699150,-652294015.0,1,18.027430815830783,9.820105943597078,1.6435711312163936,16.896817410140628,8.699681400989514
-157427383,-737345439.0,1,18.874474855943646,10.674289977661678,1.7365897443047893,0.0,0.0
39062502,-663410255.0,0,17.314367206648495,9.126415137038421,1.3882250210450386,18.09412079983711,9.90353755128617
98773789,-530066641.0,0,0.0,0.0,-0.6699561271374759,18.40834284412342,10.213285750552616
-76662586,-573024762.0,0,18.154924363760017,9.96034036412891,1.3882250210450386,0.0,0.0
-32360054,-640939965.0,0,17.29243534978229,9.10219821335648,-0.6699561271374759,0.0,0.0
-32594123,-639016830.0,0,17.29964258469201,9.11063052782717,-0.6699561271374759,0.0,0.0
21988741,-642749150.0,0,0.0,0.0,-0.6699561271374759,16.906041153072778,8.699681400989514
14277144,-682208020.0,1,17.99586179262938,9.805047479722875,1.7110187468232363,18.193352950895445,10.001702600033083
-68310180,-750522801.0,0,18.03956937638978,9.846705538437144,-0.6699561271374759,0.0,0.0
27907196,-653958043.0,0,0.0,0.0,-0.6699561271374759,17.144395170515658,8.951569643018821
-74027642,-727998449.0,0,18.119949135468552,9.928228944424575,-0.6699561271374759,0.0,0.0
-30598306,-840678923.0,0,17.23645523859464,9.046290859969677,-0.6699561271374759,0.0,0.0
-55437130,-785459943.0,0,17.830760161867612,9.648853334130548,-0.6699561271374759,0.0,0.0
-32065107,-782811852.0,0,17.283279018717856,9.104424146384634,-0.6699561271374759,0.0,0.0
-32001934,-836774486.0,0,17.28130692768584,9.105535257610056,-0.6699561271374759,0.0,0.0
-32242447,-833933880.0,0,17.288794403241216,9.107088742165708,-0.6699561271374759,0.0,0.0
-100797228,-877610627.0,0,18.428621423144318,10.246616157728505,1.6435711312163936,0.0,0.0
-68475,-842743535.0,0,18.492578022894953,10.308952660644293,1.3882250210450386,18.491940573280935,10.308985993422082
-66184624,-898696090.0,0,18.007958743177568,9.817003309314352,1.3882250210450386,0.0,0.0
24789192,-844027744.0,0,0.0,0.0,-0.6699561271374759,17.025918350032526,8.815963560853438
54883434,-723486567.0,0,18.52926669130828,10.313243442061449,1.6435711312163936,18.92962563023985,10.711324099399532
-62315114,-650467438.0,1,18.43769010115042,10.217458523810828,1.7110187468232363,17.48928576508701,9.268892258925797
-72971733,-690081218.0,1,18.43439553478202,10.212405048870064,1.7110187468232363,17.162223383135775,8.935903526274423
-33672002,-678054070.0,0,17.332177278527336,9.115370134384955,-0.6699561271374759,0.0,0.0
-107152963,-627779650.0,0,18.489767941657124,10.244378583319053,1.6435711312163936,0.0,0.0
-81217716,-748059868.0,0,18.212643970987177,9.97329342678009,1.6435711312163936,0.0,0.0
-34630573,-881464230.0,0,17.36024749146503,9.123365357961776,-0.6699561271374759,0.0,0.0
51325718,-753475926.0,0,0.0,0.0,-0.6699561271374759,17.753702529538806,9.505916206547065
-139844636,-860960508.0,1,18.756042628646686,10.50262620577447,1.7110187468232363,0.0,0.0
23239027,-805127358.0,0,0.0,0.0,-0.6699561271374759,16.9613436646327,8.714239143608575
-106609467,-933725566.0,0,18.48468288376319,10.210457413895194,1.6435711312163936,0.0,0.0
-35110392,-983113102.0,0,17.374007741474166,9.101529466118004,-0.6699561271374759,0.0,0.0
-36462878,-951265800.0,1,19.27436580552869,10.999713663211269,1.7365897443047893,19.105622209531475,10.83176614205561
-34766435,-1013939431.0,0,17.364162996573306,9.09873819539488,-0.6699561271374759,0.0,0.0
41387545,-898524244.0,1,17.870508859152288,9.597573618489543,1.7110187468232363,18.411363573610767,10.142346960290341
27141667,-840784271.0,0,0.0,0.0,-0.6699561271374759,17.11658066958342,8.85366542803745
-34258491,-819605632.0,0,17.34944503354591,9.094929520464856,-0.6699561271374759,0.0,0.0
-233973833,-1021514358.0,0,19.270719846556776,11.00341564182546,-0.6699561271374759,0.0,0.0
-238038649,-1227551073.0,0,19.287943613409098,11.019710525463898,1.6435711312163936,0.0,0.0
-34471639,-1229780265.0,0,17.355647514964982,9.090542808520587,-0.6699561271374759,0.0,0.0
-122635299,-1251618336.0,1,18.62472546824487,10.365962915361072,1.7110187468232363,0.0,0.0
-215706615,-1467256476.0,1,19.18942978311895,10.931534305156966,1.7110187468232363,0.0,0.0
127286,-1400944566.0,0,16.833239080477966,8.566173813637858,1.3882250210450386,16.83944561769808,8.566173813637858
14243811,-1411489947.0,0,17.352207506624456,9.050406334059858,1.3882250210450386,17.699073840142223,9.402364704231523
-101396908,-1567770289.0,0,18.43455316542202,10.14037620564201,1.3882250210450386,0.0,0.0
4668167,-1500787008.0,0,17.350128455270994,9.049467146388098,1.3882250210450386,17.477791384194198,9.177507214880942
-89048825,-1516864100.0,0,18.304695384008323,10.005276698438163,1.3882250210450386,0.0,0.0
-84548804,-1567740902.0,0,18.252839499560253,9.943285022410194,1.3882250210450386,0.0,0.0
49612393,-1410975546.0,1,18.692718720667283,10.39973746484973,1.7485687874869462,19.01332270281523,10.72190081192847
29924557,-1299833273.0,0,0.0,0.0,-0.6699561271374759,17.21419003904025,8.922791623969637
38611160,-1226591540.0,0,0.0,0.0,-0.6699561271374759,17.469051937718397,9.179984251961283
-26554307,-1304471565.0,0,17.094702552376518,8.81001204797317,-0.6699561271374759,0.0,0.0
-551072650,-1715699579.0,0,20.1273772114199,11.862680521619788,-0.6699561271374759,0.0,0.0
-15741056,-1754679662.0,0,18.404541270508147,10.141716741268379,1.3882250210450386,18.230221578451246,9.96815106586185
-31945623,-1680015818.0,0,17.27954576540113,9.021235862885396,-0.6699561271374759,0.0,0.0
24280321,-1620625105.0,0,0.0,0.0,-0.6699561271374759,17.00517678601162,8.740496729931813
-32513124,-1616675351.0,0,17.297154411929903,9.030735122676456,-0.6699561271374759,0.0,0.0
24324139,-1557584777.0,0,0.0,0.0,-0.6699561271374759,17.00697983083787,8.758412389457677
32070364,-1566901958.0,0,0.0,0.0,-0.6699561271374759,17.28344295295786,9.028938392241612
-31822903,-1625866528.0,0,17.275696840066047,9.028938392241612,-0.6699561271374759,0.0,0.0
-31295265,-1622903302.0,0,17.258977398065163,9.048291920021784,-0.6699561271374759,0.0,0.0
-32312609,-1421242078.0,0,17.290968114482446,9.064042114358884,-0.6699561271374759,0.0,0.0
-36594816,-1219798245.0,0,17.415417176321807,9.210440366976517,-0.6699561271374759,0.0,0.0
-86529052,-1271855658.0,0,18.275990788341826,10.070653169440881,1.3882250210450386,0.0,0.0
-32245447,-1181465806.0,0,17.28888744395702,9.064042114358884,-0.6699561271374759,0.0,0.0
59944942,-905814249.0,0,0.0,0.0,1.3882250210450386,17.908937082251807,9.680656452403964
-52307137,-958248672.0,0,17.772643401557918,9.543234787249512,-0.6699561271374759,0.0,0.0
23983518,-948508965.0,0,0.0,0.0,-0.6699561271374759,16.99287744408672,8.778171881033469
29507020,-817605037.0,0,0.0,0.0,-0.6699561271374759,17.20013879299254,8.987321812850125
-30971656,-853244860.0,1,18.387973475388346,10.17404889817949,1.7110187468232363,18.002290368301775,9.7925001243465
-64801282,-828997317.0,0,17.986835960509215,9.776392544732296,1.3882250210450386,0.0,0.0
35650318,-708798195.0,0,0.0,0.0,-0.6699561271374759,17.389268652891136,9.210440366976517
-40547177,-798957765.0,0,17.970654565935902,9.776392544732296,1.6435711312163936,16.96026476750876,8.765614549914716
