datetime,vol_future,RV_MA_1hr,RV_MA_3hr,RV_MA_12hr,active_sending_addresses,active_receiving_addresses,exchange_withdrawing_count,transaction_count,fail_rate_percent,open,low,high,close,hourly_return,onchain_volume_usd_log,avg_gas_fee_usd_log,avg_priority_fee_usd_log,staking_inflow_log,exchange_depositing_count_log,exchange_netflow_usd_log
2024-11-04 00:00:00+00:00,0.0081611406672926,,,,,,,,,,,,,,,,,,,
2024-11-04 01:00:00+00:00,0.0052851063010872,,,,,,,,,,,,,,,,,,,
2024-11-04 02:00:00+00:00,0.0036686833270713,,,,,,,,,,,,,,,,,,,
2024-11-04 03:00:00+00:00,0.0025618272196182,,,,,,,,,,,,,,,,,,,
2024-11-04 04:00:00+00:00,0.0025374063202787,,,,,,,,,,,,,,,,,,,
2024-11-04 05:00:00+00:00,0.0045443706197679,,,,,,,,,,,,,,,,,,,
2024-11-04 06:00:00+00:00,0.0038305152650974,,,,,,,,,,,,,,,,,,,
2024-11-04 07:00:00+00:00,0.0030546334279472,,,,,,,,,,,,,,,,,,,
2024-11-04 08:00:00+00:00,0.005155601389602,,,,,,,,,,,,,,,,,,,
2024-11-04 09:00:00+00:00,0.0048393159302839,,,,,,,,,,,,,,,,,,,
2024-11-04 10:00:00+00:00,0.003950671100774,,,,,,,,,,,,,,,,,,,
2024-11-04 11:00:00+00:00,0.0042914087170645,,,,,,,,,,,,,,,,,,,
2024-11-04 12:00:00+00:00,0.0036394267506332,,,,,,,,,,,,,,,,,,,
2024-11-04 13:00:00+00:00,0.0051710752234096,,,,,,,,,,,,,,,,,,,
2024-11-04 14:00:00+00:00,0.0063145384624762,,,,,,,,,,,,,,,,,,,
2024-11-04 15:00:00+00:00,0.005821198136556,,,,,,,,,,,,,,,,,,,
2024-11-04 16:00:00+00:00,0.0042073274947903,,,,,,,,,,,,,,,,,,,
2024-11-04 17:00:00+00:00,0.0054615624909593,,,,,,,,,,,,,,,,,,,
2024-11-04 18:00:00+00:00,0.0042117523899565,,,,,,,,,,,,,,,,,,,
2024-11-04 19:00:00+00:00,0.0031550758002343,,,,,,,,,,,,,,,,,,,
2024-11-04 20:00:00+00:00,0.0146749148402632,,,,,,,,,,,,,,,,,,,
2024-11-04 21:00:00+00:00,0.0083009376875343,,,,,,,,,,,,,,,,,,,
2024-11-04 22:00:00+00:00,0.0073289824923933,,,,,,,,,,,,,,,,,,,
2024-11-04 23:00:00+00:00,0.0044712359464519,,,,,,,,,,,,,,,,,,,
2024-11-05 00:00:00+00:00,0.009335644007987,0.0073289824923933,0.010101611673396934,0.006048183373855892,20914.0,12008.0,6340.0,44719.0,1.3172840688020964,2398.91,2398.91,2409.56,2405.13,0.0031774283754546,18.388452682510223,0.8045920372678558,0.8188378238025139,5.953243334287785,7.5411524551363085,15.335638869450989
2024-11-05 01:00:00+00:00,0.0038245366229913,0.0044712359464519,0.006700385375459833,0.006063168976304842,20028.0,12945.0,5877.0,44513.0,1.2398363639832402,2402.45,2384.78,2410.94,2408.52,0.0014084948263539,18.389600399723363,0.8075387382028117,0.9750811099334534,4.1588830833596715,7.470793774195062,-13.782014669513512
2024-11-05 02:00:00+00:00,0.003505123230425,0.009335644007987,0.0070452874822774,0.006537853747750992,21410.0,12831.0,5846.0,45224.0,0.9500023131445061,2411.9,2402.15,2413.11,2402.73,-0.002406860086302,18.68652688309947,0.7878205827546364,0.7878005927832736,9.261983605128021,7.643003635560718,16.147526629666277
2024-11-05 03:00:00+00:00,0.0033994740730835,0.0038245366229913,0.005877138859143399,0.006425642197716134,20210.0,12622.0,5429.0,42689.0,-0.07179544218861912,2405.17,2403.79,2417.69,2417.44,0.0061035381184308,18.32722019054013,0.701617722478448,0.7699680427734984,5.659482215759621,7.3777589082278725,15.417116552041312
2024-11-05 04:00:00+00:00,0.0032438853241423,0.003505123230425,0.005555101287134433,0.006191524261711867,21076.0,10843.0,5454.0,43063.0,-0.07179544218861912,2418.5,2418.5,2431.3,2428.68,0.0046387708745836,18.356326195671894,0.5164164516566959,0.3296411807048354,4.189654742026425,7.362645270417825,15.517484654623846
2024-11-05 05:00:00+00:00,0.0026457930675429,0.0033994740730835,0.003576377975499933,0.005989713923089158,21940.0,11727.0,5491.0,44710.0,0.1601410878502859,2427.95,2425.16,2433.98,2432.82,0.0017031784431891,17.80483554990476,0.7035458997694987,1.3172759572041144,0.0,7.615298339825815,-14.395189801409016
2024-11-05 06:00:00+00:00,0.0055409615673543,0.0032438853241423,0.003382827542550266,0.005909427075535159,20682.0,12203.0,5320.0,45098.0,-0.652870825106659,2431.62,2425.81,2432.22,2429.35,-0.0014273464683977,17.821909730498692,0.5796286954441233,0.7495678119143587,4.890349128221754,7.311886164077165,15.486609024962657
2024-11-05 07:00:00+00:00,0.0036215802186209,0.0026457930675429,0.0030963841549228994,0.005674779623583793,22904.0,13484.0,6694.0,48159.0,-1.019555945797225,2429.87,2423.69,2442.2,2439.24,0.0040627835179647,18.378167905369587,0.5744346659422981,0.544383509201351,5.771441123130016,7.326465613840322,-14.34281921075161
2024-11-05 08:00:00+00:00,0.0038627143875125,0.0055409615673543,0.0038102133196798327,0.005785547055033609,20679.0,12135.0,6448.0,43884.0,-0.3402244129130431,2443.31,2435.55,2443.6,2438.92,-0.0001311970088962,19.96820820226756,0.8684488665710957,0.6357176487478345,7.244941546337007,7.233455418621439,18.719693486929383
2024-11-05 09:00:00+00:00,0.0023194438970034,0.0036215802186209,0.003936111617839366,0.0058244224232324926,19352.0,11693.0,6620.0,41840.0,-0.3402244129130431,2441.7,2436.76,2446.93,2436.76,-0.0008860303142571,19.670266768010272,0.9820685310482342,0.3886364937795432,6.898714534329988,7.322510433997394,-18.561977279212435
2024-11-05 10:00:00+00:00,0.0031950225987392,0.0038627143875125,0.004341752057829233,0.0049234057188366,20026.0,12154.0,6570.0,42790.0,-0.07179544218861912,2436.89,2432.07,2438.17,2436.08,-0.0002790980226784,18.538184701073185,0.777555600371823,0.4822582612118613,7.396948602621014,7.332369205929062,16.063701985804656
2024-11-05 11:00:00+00:00,0.003756004706137,0.0023194438970034,0.003267912834378933,0.004424947902959025,20262.0,12071.0,6877.0,43436.0,-0.07179544218861912,2436.21,2435.72,2443.64,2438.5,0.0009929061370684,18.531017276797208,0.8814578683599771,0.6770181508163465,8.754160749323518,7.344719054149673,-16.208683667607943
2024-11-05 12:00:00+00:00,0.0023176349022343,0.0031950225987392,0.003125726961085033,0.004080451245154517,20778.0,12967.0,7127.0,45765.0,0.1601410878502859,2440.97,2436.95,2447.49,2444.78,0.0025720431603603,18.70183890108304,0.7974419534203415,0.5223069686219977,7.784057002639929,7.358193752733032,-16.33402538605694
2024-11-05 13:00:00+00:00,0.0081346521076328,0.003756004706137,0.0030901570672931997,0.0040208486417949415,22634.0,13180.0,7579.0,48985.0,-0.652870825106659,2444.86,2438.81,2445.17,2443.22,-0.000638297894012,19.156772052938933,0.8965835838649682,0.8211996907437346,8.854950316500325,7.791935956938058,17.25065158689079
2024-11-05 14:00:00+00:00,0.0096763364789026,0.0023176349022343,0.003089554069036833,0.003436014549648883,21854.0,13402.0,8080.0,49418.0,-0.3402244129130431,2443.4,2439.72,2477.49,2474.19,0.0125962282936561,19.655062128163326,1.3256597259105367,1.3157019608205813,5.953243334287785,7.596392304064196,16.440207409769364
2024-11-05 15:00:00+00:00,0.0080256407539145,0.0081346521076328,0.004736097238668032,0.003795190840035675,22287.0,14727.0,9333.0,49670.0,-0.07179544218861912,2469.02,2432.35,2469.02,2443.27,-0.0125757637065999,19.493912955464616,1.4414380090115098,1.355285855842764,8.192016914536875,7.649216319820633,-16.66698576603512
2024-11-05 16:00:00+00:00,0.0064777898809238,0.0096763364789026,0.0067095411629232325,0.004309458610742142,21815.0,14863.0,8749.0,49432.0,-0.07179544218861912,2441.02,2440.28,2465.39,2460.72,0.0071166840264337,20.158734191859036,1.3553240447275696,1.216800953794743,5.54907608489522,7.409741954080923,18.31195599949518
2024-11-05 17:00:00+00:00,0.0047982953848781,0.0080256407539145,0.008612209780149966,0.004694972500811392,22219.0,15330.0,8668.0,49623.0,0.5378714794646925,2461.31,2455.69,2472.13,2458.19,-0.0010286832745878,18.949855710684094,1.3465374745105951,1.3193801513611,8.10076824307173,7.5678626054638825,-14.457164107099405
2024-11-05 18:00:00+00:00,0.0094564598372567,0.0064777898809238,0.008059922371246968,0.00496446454720985,22034.0,15183.0,8225.0,49943.0,1.4503468916982347,2453.14,2450.34,2459.95,2454.39,-0.0015470489062356,19.36628333170016,1.3370341129711574,1.4537221744221291,7.641084249174914,7.640123172695364,17.420142640383375
2024-11-05 19:00:00+00:00,0.0099611493533938,0.0047982953848781,0.0064339086732388,0.005143839740321117,22533.0,14904.0,7662.0,48869.0,-0.07179544218861912,2454.82,2425.35,2455.19,2429.61,-0.0101475072222007,19.521170655900743,1.1918488141327392,1.1246299849312722,5.857933154483459,7.68937110752969,16.259320023440985
2024-11-05 20:00:00+00:00,0.0037716985874453,0.0094564598372567,0.006910848367686199,0.005470131262812984,21759.0,14267.0,7976.0,47901.0,0.36172280597487455,2409.23,2409.23,2437.03,2431.7,0.0008598505870921,18.921117251359366,1.1364471507618694,1.0265732590298136,6.556778356158042,7.844632644464681,15.373520718606924
2024-11-05 21:00:00+00:00,0.0057871585468999,0.0099611493533938,0.008071968191842865,0.005998428690710725,21965.0,13521.0,7126.0,46640.0,-0.3402244129130431,2429.88,2418.74,2429.89,2419.49,-0.0050338270745297,18.95534590319103,0.7874411406248639,0.3473877543812941,6.180016653652572,8.076204527239026,17.775190434188506
2024-11-05 22:00:00+00:00,0.0051619668813586,0.0037716985874453,0.007729769259365266,0.005990844040705125,21154.0,12420.0,7068.0,45427.0,0.9500023131445061,2418.05,2410.85,2430.73,2429.85,0.0042727528947728,18.977184469615068,1.009734720284637,1.1244690634953187,8.22040309993373,8.19063168090354,-16.130686978382304
2024-11-05 23:00:00+00:00,0.0130910593070471,0.0057871585468999,0.0065066688292463315,0.006279820261529834,21026.0,12049.0,6112.0,44125.0,0.36172280597487455,2435.49,2423.72,2439.39,2424.7,-0.0021217216557583,18.893603493457896,0.8898211867260973,0.815074684117017,8.20303024171486,8.31164394850298,16.297090447295997
2024-11-06 00:00:00+00:00,0.0128318083272918,0.0051619668813586,0.004906941338567932,0.0064437322850814495,19503.0,11162.0,6836.0,44244.0,0.5378714794646925,2425.16,2424.34,2491.33,2491.33,0.027108899026291,18.821302352694172,1.3486898414166222,1.4920983442746683,5.407171771460119,7.745435610274381,-16.71507089786867
2024-11-06 01:00:00+00:00,0.0180987427084193,0.0130910593070471,0.008013394911768534,0.007221653501823958,19274.0,11822.0,7801.0,45658.0,1.3871444590764446,2486.27,2476.43,2507.83,2482.81,-0.0034257211627536,19.24808234344339,1.5211555081294326,1.69333533535391,7.756623334538858,7.5822291942764615,15.805024677815338
2024-11-06 02:00:00+00:00,0.0214405170829687,0.0128318083272918,0.0103616115052325,0.00809783462057875,19209.0,11961.0,8259.0,46758.0,1.7608924881108576,2484.94,2480.4,2569.86,2562.02,0.0314050265854231,19.431391547968587,1.5744470308465266,1.7094970788600037,4.859812404361672,7.522400231387125,16.602582215124052
2024-11-06 03:00:00+00:00,0.0082161399690603,0.0180987427084193,0.014673870114252733,0.008928175503977625,20868.0,12771.0,9285.0,48973.0,1.0576085656858032,2573.8,2573.8,2622.62,2582.58,0.0079928894212879,19.987403128192316,1.816380413944749,2.0389090287598677,3.4965075614664802,7.884199933676039,17.103886099258077
2024-11-06 04:00:00+00:00,0.0111361361130891,0.0214405170829687,0.017457022706226597,0.009908523887649802,20651.0,11975.0,7742.0,46476.0,1.4503468916982347,2579.85,2577.11,2601.21,2590.58,0.0030928895983536,19.80229935957633,1.7068741310634468,1.8665452292646185,4.859812404361672,7.983098940710892,18.24666365013553
2024-11-06 05:00:00+00:00,0.0118547200684034,0.0082161399690603,0.0159184665868161,0.009924398822245283,20077.0,11555.0,7691.0,45570.0,0.9500023131445061,2591.29,2567.34,2592.76,2592.76,0.0008411565239932,19.22620466704318,1.6643664901489392,1.9721990835025751,5.081404364984463,7.748028524432376,14.243565344334726
2024-11-06 06:00:00+00:00,0.0157323302696497,0.0111361361130891,0.013597597721706031,0.010312594341592393,20757.0,12096.0,8464.0,47938.0,-0.07179544218861912,2595.11,2588.35,2619.86,2589.99,-0.0010689306888248,19.046438535613824,1.7032006814092964,1.9750947798883487,4.859812404361672,7.725771441587952,16.245168918078413
2024-11-06 07:00:00+00:00,0.0133100948627801,0.0118547200684034,0.010402332050184265,0.010900629731886166,20830.0,12448.0,8399.0,49049.0,0.36172280597487455,2587.39,2585.1,2633.6,2606.44,0.0063312908863018,19.960493488232224,1.7346417823005817,1.9679131494509552,6.1070228877422545,7.62657020629066,17.816486432045792
2024-11-06 08:00:00+00:00,0.0102264736732205,0.0157323302696497,0.0129077288170474,0.011423618934585584,22205.0,13587.0,9373.0,50719.0,0.692567706522774,2593.13,2572.81,2599.03,2597.91,-0.0032780299704073,19.98378962370929,1.657501595293613,1.7239134069505082,7.417580402414544,7.983781068977451,17.626001138052942
2024-11-06 09:00:00+00:00,0.0049077226693446,0.0133100948627801,0.013632381733611067,0.011702697727034443,22629.0,13881.0,8604.0,49026.0,-1.019555945797225,2599.92,2599.92,2626.51,2619.15,0.0081425620380829,19.59718151361441,1.4293794972994405,1.1926775415488537,7.685703061234547,7.813187267521416,17.23907957176614
2024-11-06 10:00:00+00:00,0.0048968375006344,0.0102264736732205,0.013089632935216767,0.012240595650849041,23651.0,13570.0,8778.0,51192.0,0.36172280597487455,2622.08,2612.89,2628.48,2625.06,0.0022539152711145,19.25344234185158,1.3067747028882355,0.8884227341686282,6.298949246855942,7.690743163541872,16.929782819205517
2024-11-06 11:00:00+00:00,0.0063220486904129,0.0049077226693446,0.009481430401781732,0.012167309327719434,24277.0,13929.0,9077.0,51177.0,-1.019555945797225,2624.37,2620.85,2634.39,2630.79,0.0021804283874778,19.31611897967533,1.3999409537013172,1.1911934013814864,5.4116460518550396,7.8655717576847906,17.861671890358696
2024-11-06 12:00:00+00:00,0.009433575315921,0.0048968375006344,0.006677011281066499,0.012145215212659084,23285.0,14538.0,9218.0,51843.0,0.5378714794646925,2630.44,2629.62,2646.47,2644.73,0.0052847993920201,19.385828008048964,1.5339411955681395,1.4939451541566613,7.473637108496206,7.825644732219989,16.4997312254674
2024-11-06 13:00:00+00:00,0.0079870517905337,0.0063220486904129,0.005375536286797299,0.011581130994606233,23264.0,14655.0,9361.0,51464.0,-0.07179544218861912,2634.88,2614.66,2640.03,2622.39,-0.0084828650053572,19.646013017786974,1.4413125389119192,1.169172910197541,7.872836175025724,7.754052639035757,-12.995413623722598
2024-11-06 14:00:00+00:00,0.0126599212626968,0.009433575315921,0.0068841538356560995,0.011297944910325333,23364.0,14682.0,9681.0,52176.0,0.5378714794646925,2620.47,2616.29,2640.35,2617.25,-0.001961967482037,19.450917215588845,1.4951462093468586,1.4332406016850965,9.656115343487846,7.876638460975463,16.142867206448383
2024-11-06 15:00:00+00:00,0.0077589701340754,0.0079870517905337,0.007914225265622533,0.010455304000501533,23555.0,15386.0,10159.0,53391.0,-0.07179544218861912,2612.47,2612.47,2662.59,2642.02,0.0094196278768639,19.44725787169836,1.561647939413296,1.6028818423826698,9.064736398117391,7.845416036592485,-16.353448894859
2024-11-06 16:00:00+00:00,0.0054387498840683,0.0126599212626968,0.010026849456383833,0.009723587682145542,23916.0,15537.0,9999.0,52827.0,-0.3402244129130431,2640.72,2638.54,2662.53,2657.22,0.0057366874062877,19.668626096716345,1.4423704970693896,1.2710035734195584,3.4965075614664802,7.926241523170962,15.610968041496097
2024-11-06 17:00:00+00:00,0.005858816289203,0.0077589701340754,0.009468647729101965,0.0096854901958968,24013.0,15976.0,9161.0,52679.0,0.1601410878502859,2658.35,2648.32,2659.29,2654.01,-0.0012087597000483,19.160652668317503,1.3750108635858207,1.2008938514347083,6.900730664045173,7.836369760545124,-13.55800905920153
2024-11-06 18:00:00+00:00,0.0070625566410628,0.0054387498840683,0.008619213760280166,0.009210708010145067,23401.0,15689.0,8656.0,51697.0,0.1601410878502859,2653.52,2653.35,2676.8,2676.8,0.0085503474499921,18.824093920285083,1.4149374770508976,1.462958650303102,5.945420608606575,7.761319180947987,15.324853410051055
2024-11-06 19:00:00+00:00,0.009795352110824,0.005858816289203,0.0063521787691155655,0.008711049361878368,23874.0,15900.0,9184.0,52666.0,-0.07179544218861912,2677.98,2665.05,2680.92,2680.92,0.0015379679461047,19.426029120707252,1.4760574960832213,1.5293270249243442,5.953243334287785,7.6984827878809465,17.96271602453538
2024-11-06 20:00:00+00:00,0.0073759821047826,0.0070625566410628,0.006120040938111366,0.007988568226162793,22425.0,14658.0,9218.0,52157.0,2.132523801739678,2686.05,2673.88,2697.94,2679.86,-0.0003954648442258,19.33421409288799,1.5539978847754208,1.5631891895216612,4.859812404361672,7.772331575169614,-17.521772931108572
2024-11-06 21:00:00+00:00,0.0092713582128952,0.009795352110824,0.007572241680363266,0.007695672996833117,22199.0,14646.0,9055.0,50461.0,0.8290564208087152,2689.23,2686.84,2699.02,2689.69,0.0036613909849313,19.022438589015152,1.6584435600536822,1.7938931241630252,5.424950017481403,7.83241092718792,-14.593027433728444
2024-11-06 22:00:00+00:00,0.0063542193373036,0.0073759821047826,0.0080779636188898,0.007458132032796625,22003.0,14226.0,9106.0,49338.0,0.5378714794646925,2689.33,2688.76,2738.96,2737.19,0.0175059013838938,19.708071029009275,1.5672010156581482,1.7610367369910913,8.812992231969966,7.937374696163295,-16.4825281823043
2024-11-06 23:00:00+00:00,0.0061831298901432,0.0092713582128952,0.0088142308095006,0.007821768328092508,21681.0,13689.0,8292.0,47960.0,0.36172280597487455,2737.27,2714.58,2737.27,2719.71,-0.0064065897443446,19.148459671693402,1.483532562011142,1.4861512185563102,8.286521373681236,7.909856667269403,16.53432623800004
2024-11-07 00:00:00+00:00,0.0175695357738322,0.0063542193373036,0.007667186551660466,0.007943216814481608,21602.0,12582.0,7524.0,47574.0,-0.07179544218861912,2721.52,2703.21,2722.42,2712.6,-0.0026176724303044,18.66460613298856,1.5235539714256339,1.6915997581532445,6.300785794663244,7.777373602657861,-15.141109352707698
2024-11-07 01:00:00+00:00,0.0070986784211232,0.0061831298901432,0.007269569146780665,0.007931640247792466,20061.0,12959.0,8132.0,47933.0,-0.3402244129130431,2717.21,2717.21,2827.52,2808.58,0.0347714329945666,19.6296016136358,1.5741800811979767,1.7201232476556314,7.998671361015776,7.798112628829788,17.35079146324154
2024-11-07 02:00:00+00:00,0.0123928434421997,0.0175695357738322,0.010035628333759665,0.0086096369526184,23296.0,13455.0,7417.0,50024.0,0.1601410878502859,2811.9,2810.64,2857.61,2857.61,0.0173065935929653,19.761149835587837,1.5131488136666638,1.538264189962481,6.799055862058796,7.8582541821860294,15.806146559897774
2024-11-07 03:00:00+00:00,0.0066189721972463,0.0070986784211232,0.010283781361699532,0.008535605838500859,21148.0,12351.0,7435.0,47484.0,0.1601410878502859,2867.45,2848.09,2873.4,2851.53,-0.0021299187963582,19.53434574427813,1.5223318894664142,1.7215358077337823,8.54714026778419,8.014666370464942,16.81662714002602
2024-11-07 04:00:00+00:00,0.0057171857868446,0.0123928434421997,0.012353685879051701,0.008513349353459434,21980.0,12177.0,7174.0,47052.0,0.1601410878502859,2850.86,2829.51,2853.03,2839.92,-0.0040798095753751,19.565365995343463,1.3065474786192537,1.073404586918404,9.218606116393214,8.265907334155747,-16.98025357549531
2024-11-07 05:00:00+00:00,0.0115496457649569,0.0066189721972463,0.008703498020189732,0.008418349525390343,23242.0,12640.0,6690.0,47085.0,0.692567706522774,2837.85,2836.62,2848.21,2844.58,0.0016395465014982,18.944639819151217,1.2458056529421233,1.0060631598062695,9.15957325492253,7.824445930877619,-16.68953639853029
2024-11-07 06:00:00+00:00,0.0046804913456478,0.0057171857868446,0.008243000475430199,0.008441552517288368,23261.0,13560.0,7055.0,49103.0,-1.019555945797225,2842.92,2782.73,2842.92,2797.38,-0.0167321644222261,19.286986498230338,1.1499889025543937,0.8914536012091386,9.166283985779263,7.773594467360194,-16.561880158486915
2024-11-07 07:00:00+00:00,0.0052568706664171,0.0115496457649569,0.007961934583015933,0.008915788306934526,21337.0,13332.0,7614.0,47804.0,-0.652870825106659,2803.22,2801.48,2820.59,2819.46,0.0078621124103431,19.916945770203778,1.1818916001273034,0.88696482787771,8.653296274408579,7.659171367666058,15.847045295753675
2024-11-07 08:00:00+00:00,0.0034133995412023,0.0046804913456478,0.0073157742991497654,0.008717282865649942,21508.0,13619.0,7381.0,46827.0,-1.019555945797225,2821.11,2809.3,2828.27,2817.88,-0.0005605480745782,19.04486348397794,1.2385481051311844,1.177722078844338,7.473637108496206,7.588829878307813,14.917001693124622
2024-11-07 09:00:00+00:00,0.0061676180573896,0.0052568706664171,0.007162335925673932,0.008339076078616033,27651.0,13729.0,8247.0,58317.0,-1.969339501775024,2819.03,2818.58,2827.69,2824.02,0.0021765725815786,18.870699401965783,1.5094135734148246,0.3662942175194957,8.510168576479273,7.346010209913293,-15.226914251686011
