minute,total_reward,mint_reward,total_fee,transaction_count
2025-08-05 04:17:00.000 UTC,359664.01444543997,357635.8973214286,2028.1171240113943,2048
2025-08-05 04:47:00.000 UTC,362393.0203055506,357187.7410714286,5205.279234121968,3016
2025-08-05 04:53:00.000 UTC,360076.207370685,357434.11160714284,2642.09576354217,2168
2025-08-05 05:15:00.000 UTC,362886.05643430894,357721.9017857143,5164.154648594613,2778
2025-08-05 05:16:00.000 UTC,359518.6169867599,357721.9017857144,1796.7152010455143,1194
2025-08-05 05:20:00.000 UTC,359747.47455780004,357717.87946428574,2029.5950935143649,1246
2025-08-05 05:37:00.000 UTC,721177.655045944,715127.830357143,6049.82468880106,3393
2025-08-05 05:50:00.000 UTC,360900.140048995,357387.03125,3513.108798994975,2459
2025-08-05 06:00:00.000 UTC,361341.6369853934,357670.26785714284,3671.369128250552,2711
2025-08-05 06:22:00.000 UTC,363396.29552030057,357867.90178571426,5528.393734586257,2930
2025-08-05 06:27:00.000 UTC,360775.26749587414,357898.7544642857,2876.5130315884703,2441
2025-08-05 06:36:00.000 UTC,361090.7520840374,357733.40178571426,3357.3502983231865,2673
2025-08-05 06:44:00.000 UTC,361138.4142019456,357489.5,3648.9142019456185,2331
2025-08-05 07:03:00.000 UTC,361513.92395305826,356922.14285714284,4591.78109591542,2925
2025-08-05 07:06:00.000 UTC,359423.75923497527,357008.3526785714,2415.406556403843,1901
2025-08-05 07:33:00.000 UTC,362888.42593867134,357054.7455357143,5833.68040295699,3739
2025-08-05 07:46:00.000 UTC,361800.1305835006,356479.6473214286,5320.483262072059,3010
2025-08-05 07:55:00.000 UTC,360100.9513812243,356381.0223214286,3719.9290597957906,2613
2025-08-05 08:00:00.000 UTC,359412.95471746835,356342.3973214286,3070.557396039725,2921
2025-08-05 08:01:00.000 UTC,358031.42721615767,356342.3973214285,1689.0298947291626,3590
2025-08-05 08:18:00.000 UTC,360863.9125019815,356393.92410714296,4469.988394838574,3173
2025-08-05 08:30:00.000 UTC,361381.5324153818,357399.04910714296,3982.4833082388623,3103
2025-08-05 08:40:00.000 UTC,361070.3340153166,357593.28571428574,3477.048301030842,3606
2025-08-05 08:46:00.000 UTC,360733.0764634728,357379.3973214285,3353.6791420442346,3397
2025-08-05 08:56:00.000 UTC,360803.98079344415,357185.93303571426,3618.0477577298466,2736
2025-08-05 08:57:00.000 UTC,358878.0216695707,357185.93303571426,1692.0886338564303,1509
2025-08-05 08:58:00.000 UTC,717276.7169619324,714371.8660714285,2904.85089050368,4078
2025-08-05 09:06:00.000 UTC,360408.6088224816,357438.79910714284,2969.8097153387366,2875
2025-08-05 09:08:00.000 UTC,358030.2556615848,357438.79910714284,591.456554441938,1321
2025-08-05 09:14:00.000 UTC,359091.52267441095,357443.7276785715,1647.7949958394875,1623
2025-08-05 09:16:00.000 UTC,358458.483304448,357711.48214285716,747.0011615909183,4926
2025-08-05 09:17:00.000 UTC,358458.51535539684,357711.48214285716,747.0332125397181,700
2025-08-05 09:37:00.000 UTC,362594.49079950363,358088.34375,4506.147049503585,3048
2025-08-05 10:23:00.000 UTC,366097.030506098,358378.4508928571,7718.579613240906,3951
2025-08-05 10:29:00.000 UTC,362362.16920462996,358621.6160714286,3740.5531332013857,3286
2025-08-05 10:36:00.000 UTC,363061.0320882996,359579.7455357143,3481.286552585261,3082
2025-08-05 11:06:00.000 UTC,364992.96727940586,358811.2544642857,6181.712815120149,3917
2025-08-05 11:11:00.000 UTC,362308.98083557497,358680.93749999994,3628.043335575025,2865
2025-08-05 11:32:00.000 UTC,725332.2493679005,718173.8839285715,7158.365439328898,6066
2025-08-05 11:58:00.000 UTC,364548.09989444655,358767.6696428571,5780.430251589413,4394
2025-08-05 12:05:00.000 UTC,362770.4373263268,358745.43750000006,4024.9998263267976,2754
2025-08-05 12:06:00.000 UTC,360138.454643703,358745.43750000006,1393.017143702967,2511
2025-08-05 12:12:00.000 UTC,361761.06020916934,358826.8258928571,2934.234316312247,3549
2025-08-05 12:22:00.000 UTC,719950.8227072144,717117.6160714285,2833.206635786013,3982
2025-08-05 12:23:00.000 UTC,359250.77719753125,358558.8080357143,691.9691618169376,4464
2025-08-05 12:26:00.000 UTC,358936.1823470408,357871.5357142857,1064.6466327551732,5049
2025-08-05 12:45:00.000 UTC,360461.3105016322,356284.8392857143,4176.471215917923,3650
